#time FullDelay
0.0225824 0.0225824
0.0250872 0.0225872
0.0275872 0.0225872
0.0300872 0.0225872
0.0325872 0.0225872
0.0350872 0.0225872
0.0375872 0.0225872
0.0400872 0.0225872
0.0425872 0.0225872
0.0450872 0.0225872
0.0475872 0.0225872
0.0500872 0.0225872
0.0525872 0.0225872
0.0550872 0.0225872
0.0575872 0.0225872
0.0600872 0.0225872
0.0625872 0.0225872
0.0650872 0.0225872
0.0675872 0.0225872
0.0700872 0.0225872
0.0725872 0.0225872
0.0750872 0.0225872
0.0775872 0.0225872
0.0800872 0.0225872
0.0825872 0.0225872
0.0850872 0.0225872
0.0875872 0.0225872
0.0900872 0.0225872
0.0925872 0.0225872
0.0950872 0.0225872
0.0975872 0.0225872
0.100087 0.0225872
0.102587 0.0225872
0.105087 0.0225872
0.107587 0.0225872
0.110087 0.0225872
0.112587 0.0225872
0.115087 0.0225872
0.117587 0.0225872
0.120087 0.0225872
0.122587 0.0225872
0.125087 0.0225872
0.127587 0.0225872
0.130087 0.0225872
0.132587 0.0225872
0.135087 0.0225872
0.137587 0.0225872
0.140087 0.0225872
0.142587 0.0225872
0.145087 0.0225872
0.147587 0.0225872
0.150087 0.0225872
0.152587 0.0225872
0.155087 0.0225872
0.157587 0.0225872
0.160087 0.0225872
0.162587 0.0225872
0.165087 0.0225872
0.167587 0.0225872
0.170087 0.0225872
0.172587 0.0225872
0.175087 0.0225872
0.177587 0.0225872
0.180087 0.0225872
0.182587 0.0225872
0.185087 0.0225872
0.187587 0.0225872
0.190087 0.0225872
0.192587 0.0225872
0.195087 0.0225872
0.197587 0.0225872
0.200087 0.0225872
0.202587 0.0225872
0.205087 0.0225872
0.207587 0.0225872
0.210087 0.0225872
0.212587 0.0225872
0.215087 0.0225872
0.217587 0.0225872
0.220087 0.0225872
0.222587 0.0225872
0.225087 0.0225872
0.227587 0.0225872
0.230087 0.0225872
0.232587 0.0225872
0.235087 0.0225872
0.237587 0.0225872
0.240087 0.0225872
0.242587 0.0225872
0.245087 0.0225872
0.247587 0.0225872
0.250087 0.0225872
0.252587 0.0225872
0.255087 0.0225872
0.257587 0.0225872
0.260087 0.0225872
0.262587 0.0225872
0.265087 0.0225872
0.267587 0.0225872
0.270087 0.0225872
0.272587 0.0225872
0.275087 0.0225872
0.277587 0.0225872
0.280087 0.0225872
0.282587 0.0225872
0.285087 0.0225872
0.287587 0.0225872
0.290087 0.0225872
0.292587 0.0225872
0.295087 0.0225872
0.297587 0.0225872
0.300087 0.0225872
0.302587 0.0225872
0.305087 0.0225872
0.307587 0.0225872
0.310087 0.0225872
0.312587 0.0225872
0.315087 0.0225872
0.317587 0.0225872
0.320087 0.0225872
0.322587 0.0225872
0.325087 0.0225872
0.327587 0.0225872
0.330087 0.0225872
0.332587 0.0225872
0.335087 0.0225872
0.337587 0.0225872
0.340087 0.0225872
0.342587 0.0225872
0.345087 0.0225872
0.347587 0.0225872
0.350087 0.0225872
0.352587 0.0225872
0.355087 0.0225872
0.357587 0.0225872
0.360087 0.0225872
0.362587 0.0225872
0.365087 0.0225872
0.367587 0.0225872
0.370087 0.0225872
0.372587 0.0225872
0.375087 0.0225872
0.377587 0.0225872
0.380087 0.0225872
0.382587 0.0225872
0.385087 0.0225872
0.387587 0.0225872
0.390087 0.0225872
0.392587 0.0225872
0.395087 0.0225872
0.397587 0.0225872
0.400087 0.0225872
0.402587 0.0225872
0.405087 0.0225872
0.407587 0.0225872
0.410087 0.0225872
0.412587 0.0225872
0.415087 0.0225872
0.417587 0.0225872
0.420087 0.0225872
0.422587 0.0225872
0.425087 0.0225872
0.427587 0.0225872
0.430087 0.0225872
0.432587 0.0225872
0.435087 0.0225872
0.437587 0.0225872
0.440087 0.0225872
0.442587 0.0225872
0.445087 0.0225872
0.447587 0.0225872
0.450087 0.0225872
0.452587 0.0225872
0.455087 0.0225872
0.457587 0.0225872
0.460087 0.0225872
0.462587 0.0225872
0.465087 0.0225872
0.467587 0.0225872
0.470087 0.0225872
0.472587 0.0225872
0.475087 0.0225872
0.477587 0.0225872
0.480087 0.0225872
0.482587 0.0225872
0.485087 0.0225872
0.487587 0.0225872
0.490087 0.0225872
0.492587 0.0225872
0.495087 0.0225872
0.497587 0.0225872
0.500087 0.0225872
0.502587 0.0225872
0.505087 0.0225872
0.507587 0.0225872
0.510087 0.0225872
0.512587 0.0225872
0.515087 0.0225872
0.517587 0.0225872
0.520087 0.0225872
0.522587 0.0225872
0.525087 0.0225872
0.527587 0.0225872
0.530087 0.0225872
0.532587 0.0225872
0.535087 0.0225872
0.537587 0.0225872
0.540087 0.0225872
0.542587 0.0225872
0.545087 0.0225872
0.547587 0.0225872
0.550087 0.0225872
0.552587 0.0225872
0.555087 0.0225872
0.557587 0.0225872
0.560087 0.0225872
0.562587 0.0225872
0.565087 0.0225872
0.567587 0.0225872
0.570087 0.0225872
0.572587 0.0225872
0.575087 0.0225872
0.577587 0.0225872
0.580087 0.0225872
0.582587 0.0225872
0.585087 0.0225872
0.587587 0.0225872
0.590087 0.0225872
0.592587 0.0225872
0.595087 0.0225872
0.597587 0.0225872
0.600087 0.0225872
0.602587 0.0225872
0.605087 0.0225872
0.607587 0.0225872
0.610087 0.0225872
0.612587 0.0225872
0.615087 0.0225872
0.617587 0.0225872
0.620087 0.0225872
0.622587 0.0225872
0.625087 0.0225872
0.627587 0.0225872
0.630087 0.0225872
0.632587 0.0225872
0.635087 0.0225872
0.637587 0.0225872
0.640087 0.0225872
0.642587 0.0225872
0.645087 0.0225872
0.647587 0.0225872
0.650087 0.0225872
0.652587 0.0225872
0.655087 0.0225872
0.657587 0.0225872
0.660087 0.0225872
0.662592 0.022592
0.665092 0.022592
0.667592 0.022592
0.670092 0.022592
0.672592 0.022592
0.675092 0.022592
0.677592 0.022592
0.680092 0.022592
0.682592 0.022592
0.685092 0.022592
0.687592 0.022592
0.690092 0.022592
0.692592 0.022592
0.695092 0.022592
0.697592 0.022592
0.700092 0.022592
0.702592 0.022592
0.705092 0.022592
0.707592 0.022592
0.710092 0.022592
0.712592 0.022592
0.715092 0.022592
0.717592 0.022592
0.720092 0.022592
0.722592 0.022592
0.725092 0.022592
0.727592 0.022592
0.730092 0.022592
0.732592 0.022592
0.735092 0.022592
0.737592 0.022592
0.740092 0.022592
0.742592 0.022592
0.745092 0.022592
0.747592 0.022592
0.750092 0.022592
0.752592 0.022592
0.755092 0.022592
0.757592 0.022592
0.760092 0.022592
0.762592 0.022592
0.765092 0.022592
0.767592 0.022592
0.770092 0.022592
0.772592 0.022592
0.775092 0.022592
0.777592 0.022592
0.780092 0.022592
0.782592 0.022592
0.785092 0.022592
0.787592 0.022592
0.790092 0.022592
0.792592 0.022592
0.795092 0.022592
0.797592 0.022592
0.800092 0.022592
0.802592 0.022592
0.805092 0.022592
0.807592 0.022592
0.810092 0.022592
0.812592 0.022592
0.815092 0.022592
0.817592 0.022592
0.820092 0.022592
0.822592 0.022592
0.825092 0.022592
0.827592 0.022592
0.830092 0.022592
0.832592 0.022592
0.835092 0.022592
0.837592 0.022592
0.840092 0.022592
0.842592 0.022592
0.845092 0.022592
0.847592 0.022592
0.850092 0.022592
0.852592 0.022592
0.855092 0.022592
0.857592 0.022592
0.860092 0.022592
0.862592 0.022592
0.865092 0.022592
0.867592 0.022592
0.870092 0.022592
0.872592 0.022592
0.875092 0.022592
0.877592 0.022592
0.880092 0.022592
0.882592 0.022592
0.885092 0.022592
0.887592 0.022592
0.890092 0.022592
0.892592 0.022592
0.895092 0.022592
0.897592 0.022592
0.900092 0.022592
0.902592 0.022592
0.905092 0.022592
0.907592 0.022592
0.910092 0.022592
0.912592 0.022592
0.915092 0.022592
0.917592 0.022592
0.920092 0.022592
0.922592 0.022592
0.925092 0.022592
0.927592 0.022592
0.930092 0.022592
0.932592 0.022592
0.935092 0.022592
0.937592 0.022592
0.940092 0.022592
0.942592 0.022592
0.945092 0.022592
0.947592 0.022592
0.950092 0.022592
0.952592 0.022592
0.955092 0.022592
0.957592 0.022592
0.960092 0.022592
0.962592 0.022592
0.965092 0.022592
0.967592 0.022592
0.970092 0.022592
0.972592 0.022592
0.975092 0.022592
0.977592 0.022592
0.980092 0.022592
0.982592 0.022592
0.985092 0.022592
0.987592 0.022592
0.990092 0.022592
0.992592 0.022592
0.995092 0.022592
0.997592 0.022592
1.00009 0.022592
1.00259 0.022592
1.00509 0.022592
1.00759 0.022592
1.01009 0.022592
1.01259 0.022592
1.01509 0.022592
1.01759 0.022592
1.02009 0.022592
1.02259 0.022592
1.02509 0.022592
1.02759 0.022592
